# head,phon,pos,synonyms(;),example_base,example_translation
exorcist,ˈɛk.sɔː.sɪst,noun,eksorcist;djævleuddriver,I can see a exorcist.,Jeg kan se en eksorcist.
sunlight,ˈsʌnˌlaɪt,noun,sollys,Sunlight on the skin gives you vitamin D.,
sweeten,ˈswiːtən,verb,søde;forsøde,to sweeten tea,
para-,,prefix,para-,"parasite (feed beside), parallel (beside one another), paracapsular (alongside a capsule)",
parachutist,,noun,faldskærmsudspringer,"Some hit the rocky outcrops
 Some fell into the sea
 Some even 'Roman Candled'
 (A parachutist I would never be)",
typography,taɪˈpɒɡɹəfi,noun,typografi,She has a typography.,Hun har en typografi.
employer,ɪmˈplɔɪə,noun,arbejdsgiver,She has a employer.,Hun har en arbejdsgiver.
moderation,ˌmɑdəˈɹeɪʃən,noun,moderation;mådehold,"...It regulates and governs the Passions of the Mind, and brings them into due moderation and frame...",
in vain,,adv,forgæves,[…]that we here highly resolve that these dead shall not have died in vain[…],
improvise,ˈɪmpɹəvaɪz,verb,improvisere,"He had no speech prepared, so he improvised.",
fruit salad,,noun,frugtsalat;abemad,I can see a fruit salad.,Jeg kan se en frugtsalat.
pessimistic,ˌpɛ.səˈmɪs.tɪk,adj,pessimistisk,a pessimistic view of the future,
man-mark,ˈmænmɑːk,verb,mandsopdække,I will man-mark tomorrow.,Jeg vil mandsopdække i morgen.
overhead,ˈəʊvəˌhɛd,noun,profitmargin,"There was no room left in the overheads for our luggage, our seats did not recline, and the washrooms were right behind us.",
assistant referee,,noun,linjedommer,Maccabi's Yoan Ziv also saw red in the second half for kicking a boot at the assistant referee.,
association football,,noun,fodbold,We need a association football.,Vi behøver en fodbold.
the more the merrier,,proverb,"desto flere, desto sjovere",,
too many cooks spoil the broth,,proverb,for mange kokke fordærver maden,"She professes to keep her own counsel; she says, and truly enough, that “Too many cooks spoil the broth.”",
poisoning,ˈpɔɪzənɪŋ,noun,forgiftning,We need a poisoning.,Vi behøver en forgiftning.
catafalque,ˈkatəfalk,noun,katafalk,"Until noon, the hour of the funeral, crowds continued to file by the plain pine coffin on its plain flower-covered catafalque.",
bombing,ˈbɒmɪŋ,noun,bombardement,She has a bombing.,Hun har en bombardement.
graverobber,ˈɡɹeɪvˌɹɒbə,noun,gravrøver,We need a graverobber.,Vi behøver en gravrøver.
satisfactory,sætɪsˈfækt(ə)ɹi,adj,tilfredsstillende,The satisfactory results of the survey led to his promotion.,
change one's mind,,verb,ombestemme sig,"She started up the stairs, changed her mind, and turned to go back down.",
by heart,baɪ ˈhɑːt,prep_phrase,udenad,to learn something by heart,
squeamish,ˈskwiːmɪʃ,adj,berøringsangst,"He might have made a good doctor, had he not been so squeamish at the sight of blood.",
pitfall,ˈpɪtfɔːl,noun,faldgrube;fælde,"It's usually a simple task, but you should know the pitfalls before you attempt it yourself.",
tether,ˈtɛðə,noun,fortøjring;tøjr,We suffer the weather / We bind and we tether / This nation together,
buoyancy,ˈbɔɪ.ən.si,noun,opdrift,We need a buoyancy.,Vi behøver en opdrift.
hot-air balloon,,noun,luftballon;varmluftballon,I can see a hot-air balloon.,Jeg kan se en luftballon.
weather balloon,,noun,vejrballon,I can see a weather balloon.,Jeg kan se en vejrballon.
seashell,,noun,konkylie,Look closely at the pretty seashell print on these blouses. They’re actually formulated from mathematical equations!,
silver-grey,,noun,sølvgrå,She has a silver-grey.,Hun har en sølvgrå.
silver-grey,,adj,sølvgrå,It is very silver-grey.,Det er meget sølvgrå.
antiseptic,ˌæntiˈsɛptɪk,adj,antiseptisk,Forget all those Christmas cards with their ideal scenarios and antiseptic smiles. Stables are filthy and they stink[…],
antiseptic,ˌæntiˈsɛptɪk,noun,antiseptikum,We need a antiseptic.,Vi behøver en antiseptikum.
ammonium,əˈmoʊni.əm,noun,ammonium,I can see a ammonium.,Jeg kan se en ammonium.
monument,ˈmɑnjʊmənt,noun,monument;mindesmærke,There is a monument on the town green to the soldiers who died in World War I.,
excerpt,ˈɛɡzɜː(p)t,noun,uddrag;excerpt,She has a excerpt.,Hun har en uddrag.
secretariat,ˌsɛk.ɹəˈtɛə.ɹɪ.ət,noun,sekretariat,We need a secretariat.,Vi behøver en sekretariat.
jubilate,ˈd͡ʒuːbɪleɪt,verb,juble,I will jubilate tomorrow.,Jeg vil juble i morgen.
referent,ˈɹɛf(ə)ɹənt,noun,referent,"For quotations using this term, see Citations:referent.",
denier,dəˈnɪə(ɹ),noun,benægter,"Also, visitation deniers don't always get off with a slap on the wrist.",
grammatical,ɡɹəˈmætɪkəl,adj,grammatisk;grammatikalsk,These unidiomatic utterances are easily comprehensible but are not grammatical.,
hospitality,ˌhɒs.pɪˈtæl.ɪ.ti,noun,gæstfrihed;service,Please thank our hosts for their hospitality during the week that we stayed.,
surgical,ˈsɜːd͡ʒɪkəl,adj,kirurgisk,The building was destroyed with a surgical air-strike.,
lacquer,ˈlæk.ə,noun,lak,It is a solvent for nitrocellulose and vinyl chloride-acetate resins and may function as an antiblush agent in lacquers.,
lacquer,ˈlæk.ə,verb,lakere,We must lacquer now.,Vi skal lakere nu.
countenance,ˈkaʊn.tə.nəns,noun,ansigt;mine,"But unto Cain and to his offering he had not respect. And Cain was very wroth, and his countenance fell.",
countenance,ˈkaʊn.tə.nəns,verb,billige;støtte;tolerere,"The cruel punishment was countenanced by the government, although it was not officially legal.",
atmospheric,ˌætməsˈfɛɹɪk,adj,atmosfærisk,atmospheric phenomena,
alphabetically,,adv,alfabetisk,He speaks alphabetically.,Han taler alfabetisk.
loosen,ˈluːsn̩,verb,løsne,to loosen a knot; to loosen one's grip / hold on something,
devotion,dɪˈvəʊʃən,noun,hengivenhed,deep devotion,
sorcerer,ˈsɔːsəɹə(ɹ),noun,heks;heksemester;troldkarl;troldkvinde;troldmand,"Pope Joan, who once occupied the throne of the Vatican, was reputed to be the blackest sorcerer of them all.",
justified,ˈd͡ʒʌstɪfaɪd,adj,berettiget,The act was fully justified.,
moot point,,noun,stridspunkt;åbent spørgsmål;teoretisk spørgsmål;akademisk spørgsmål,Exactly which of the songs on Small Change originated in London is a moot point.,
electoral,ɪˈlɛk.tə.ɹəl,adj,valg-;vælger-;valgmands-,She is electoral.,Hun er valg-.
elector,ɪˈlɛktə,noun,valgmand,"But in France is practice of bribing electors is almost unknown, whilst it is notoriously and publicly carried on in England.",
antipope,ˈantɪpəʊp,noun,modpave,I can see a antipope.,Jeg kan se en modpave.
nimble,ˈnɪmbl̩,adj,flink;rask,nimble fingers,
exceed,ɪkˈsiːd,verb,overskride;overgå,The company's 2005 revenue exceeds that of 2004.,
decomposition,diːˌkɒmpəˈzɪʃən,noun,nedbrydning;forrådnelse;opløsning,"Speech decomposition into a periodic and a non-periodic part is a subject of considerable importance with applications in speech synthesis, […]",
disappoint,dɪsəˈpɔɪnt,verb,skuffe,His lack of respect disappointed her.,
electron volt,,noun,elektronvolt,"To get a feel for the size, the energy required to completely liberate an electron from the ground state of a hydrogen atom is 13.6 electron volts.",
potential difference,,noun,spændingsforskel,We need a potential difference.,Vi behøver en spændingsforskel.
ingenuity,ˌɪnd͡ʒəˈn(j)uːəti,noun,snedighed,The pyramids demonstrate the ingenuity of the ancient Egyptians.,
potential energy,,noun,potentiel energi,We need a potential energy.,Vi behøver en potentiel energi.
circus,ˈsɜːkəs,noun,cirkus,The circus will be in town next week.,
sweetheart,ˈswiːtˌhɑːt,noun,elskede;skat,She is such a sweetheart: she never complains about me being late.,
rest mass,,noun,hvilemasse,I can see a rest mass.,Jeg kan se en hvilemasse.
reconstruction,ˌɹiːkənˈstɹʌkʃən,noun,ombygning;rekonstruktion,Sunderland station has undergone several reconstructions.,
general relativity,,noun,almen relativitet,I can see a general relativity.,Jeg kan se en almen relativitet.
breakthrough,ˈbɹeɪk.θɹuː,noun,gennembrud,Albert Einstein is credited with making some of the greatest breakthroughs in modern physics.,
twiddle one's thumbs,,verb,trille tommelfingre,He twiddled his thumbs for almost a week while he waited for somebody to set up his computer.,
relativistic,ˈɹɛl.ə.təˌvɪst.ɪk,adj,relativistisk,A relativistic car.,En relativistisk bil.
time dilation,,noun,tidsforlængelse,We need a time dilation.,Vi behøver en tidsforlængelse.
measurable,ˈmɛʒəɹəbəl,adj,målbar,A measurable car.,En målbar bil.
manipulation,məˌnɪp.juˈleɪ.ʃən,noun,manipulation,The dealer's manipulations could have removed cards from the deck.,
brill,bɹɪl,noun,slethvar,I can see a brill.,Jeg kan se en slethvar.
escutcheon,ɪˈskʌt͡ʃən,noun,våbenskjold,"Meronyms: field, charge, emblem",
espresso,ɛˈspɹɛsəʊ,noun,espresso,I can see a espresso.,Jeg kan se en espresso.
great-grandchild,,noun,oldebarn,"She’s now a great-grandmother with three sons, a grandson and two great-grandchildren.",
robbery,ˈɹɒbəɹi,noun,røveri;røveriforsøg,bank robbery,
larceny,ˈlɑː.sən.i,noun,tyveri,"“Why are you walking around,” inquired Oedipa, “with your eyes closed, Metzger?” “Larceny,” Metzger said, “maybe they'll need a lawyer.”",
impartial,ɪmˈpɑɹ.ʃəl,adj,upartisk,A impartial car.,En upartisk bil.
penis envy,,noun,penismisundelse,I can see a penis envy.,Jeg kan se en penismisundelse.
red admiral,,noun,admiral,She has a red admiral.,Hun har en admiral.
red carpet,,noun,røde løber,I can see a red carpet.,Jeg kan se en røde løber.
red cent,,noun,rød øre,I wouldn't pay one red cent for a ticket.,
red meat,,noun,rødt kød,"“Keep it up,” urged Truman. “You’re doing a great job for the country and, incidentally, providing me with red meat for campaign speeches.”",
tights,taɪts,noun,strømpebukse,We need a tights.,Vi behøver en strømpebukse.
kith and kin,,noun,slægt og venner,Surely all those abominable rebels must see that their obstinacy and treachery redounds upon their own kith and kin.,
blazon,ˈbleɪzən,verb,blasonere,"the following coat of arms, which I will send you in the original language, not being herald enough to blazon it in English",
assailant,əˈseɪlənt,noun,overfaldsmand;angriber,"I’ll put myself in poor and mean attire,
And with a kind of umber smirch my face;
The like do you; so shall we pass along,
And never stir assailants.",
gules,ˈɡjuːlz,noun,rød,We need a gules.,Vi behøver en rød.
gules,ˈɡjuːlz,adj,rød,The symbol of the Red Cross is a cross gules.,
purpure,pəˈpjʊə,adj,purpur,She is purpure.,Hun er purpur.
counterpoint,ˈkaʊntə(ɹ)ˌpɔɪnt,noun,modargument,I can see a counterpoint.,Jeg kan se en modargument.
justify,ˈd͡ʒʌstɪfaɪ,verb,begrunde;retfærdiggøre,How can you justify spending so much money on clothes?,
hapless,ˈhæplɪs,adj,ulykkelig,"My dear friend, are you to become that hapless kind of outcast, a champion of lost causes?",
calorie,ˈkæləɹi,noun,kalorie,Holonyms: megacalorie < gigacalorie,
bow-wow,,intj,vov-vov;vov,"Harke, harke, bowgh wawgh: the watch-Dogges barke, bowgh-wawgh.",
designer,dɪˈzaɪnɚ,noun,designer,a font designer,
aftertaste,ˈæftɚˌteɪst,noun,eftersmag,Many people think certain artificial sweeteners have an unpleasant aftertaste.,
patrol,pəˈtɹəʊl,noun,patrulje,Four members of the squadron were on patrol.,
soar,sɔː,verb,svæve,"When soars Gaul's Vulture, with his wings unfurl'd,",
fleur-de-lis,ˌflɝdəˈlis,noun,lilje,"Adorned all with gemmes of endlesse price, […] And all embost with Lyons and with Flour-delice.",
salacious,səˈleɪ.ʃəs,adj,uanstændig;modbydelig;obskøn,utterly salacious,
coccyx,ˈkɑksɪks,noun,haleben,"He lands on the concrete path and bounces on his coccyx, which cracks the base of his spine.",
geomancy,,noun,geomanti,"In geomancy, the enquirer himself was asked to stab the earth at random with a pointed stick. The soothsayer then read the dots.",
pelvis,ˈpɛlvɪs,noun,bækken,"Meronyms: hip bone, os coxae; sacrum; coccyx",
centripetal force,,noun,centripetalkraft,"A Centripetal force is that by which bodies are drawn or impelled, or any way tend, towards a point as to a centre.",
beetroot,ˈbi.t͡ʃɹyʔ,noun,rødbede,She has a beetroot.,Hun har en rødbede.
deoxyribose,,noun,deoxyribose,We need a deoxyribose.,Vi behøver en deoxyribose.
confession,kənˈfɛʃən,noun,tilståelse;skrifte,"Without the real murderer's confession, an innocent person could be jailed.",
color blindness,,noun,farveblindhed,"Despite the fact that race is embedded in American social life, ""color blindness"" has recently emerged as the dominant ideology of race.",
tactless,ˈtæktləs,adj,taktløs,It was tactless of you not to attend your sister's wedding.,
commune,ˈkɒmjuːn,noun,kommune,For days of happy commune dead.,
squadron,ˈskwɒd.ɹən,noun,eskadron;eskadre;eskadrille,"Those half-rounding guards / Just met, and, closing, stood in squadron joined.",
practise,ˈpɹæktɪs,verb,øve;træne;udøve,You should practise playing piano every day.,
gerontocracy,ˌdʒɛɹənˈtɒkɹəsi,noun,gerontokrati,Near-synonym: senilocracy,
tallow,ˈtæləʊ,noun,talg,"""I have got a very fine shirt, which I am going to use for my wedding shirt; but there are three tallow stains on it which I want washed out[.]""",
suet,ˈs(j)uːɪt,noun,ister;flomme;nyrefedt,"Many seed-eating birds also need animal fat and protein which they obtain from insects, animal carcasses, and suet.",
dementia,dɪˈmɛnʃə,noun,demens,In recent years some clinical trials involving potential dementia drugs have had disappointing setbacks.,
detergent,dɪˈtɜːdʒənt,noun,vaskemiddel,Near-synonym: cleaner (sometimes coordinate),
manacle,ˈmænək(ə)l,noun,håndjern,"If 'gainſt your ſelfe you be incens'd, wee'le put you / (Like one that meanes his proper harme) in Manacles, / Then reaſon ſafely with you: [...]",
manacle,ˈmænək(ə)l,verb,sætte håndjern på (nogen),"You have shown yourself a mighty fighter, and we do not wish to manacle you, so we hold you both in the easiest way that will yet ensure security.",
hydrophilic,,adj,hydrofil;vandelskende,She is hydrophilic.,Hun er hydrofil.
hydrophobic,haɪdɹəˈfəʊbɪk,adj,hydrofob;vandskyende,A hydrophobic car.,En hydrofob bil.
sound engineer,,noun,lydtekniker;lydmand;tonemester,Your records will sound a lot better if you hire a good sound engineer.,
parade,pəˈɹeɪd,noun,parade;optog,"See how the Flow’rs, as at Parade,
Under their Colours stand displaid:
Each Regiment in order grows,
That of the Tulip Pinke and Rose.",
polish,ˈpɒl.ɪʃ,noun,pudsecreme;politur;glans;glathed;elegance,A good silver polish will remove tarnish easily.,
polish,ˈpɒl.ɪʃ,verb,polere;blanke;pudse;glatte;forfine,He polished up the chrome until it gleamed.,
a,æ,noun,a,"But with some prelude of disparagement, / Read, mouthing out his hollow oes and aes, / Deep-chested music, and to this result.",
magnum opus,ˌmæɡnəm ˈəʊpəs,noun,mesterværk,The 1949 novel Nineteen Eighty-Four is widely considered to be George Orwell's magnum opus.,
snow globe,,noun,snekugle,We need a snow globe.,Vi behøver en snekugle.
hellish,ˈhɛlɪʃ,adj,helvedes;infernalsk,"Fauſtus is gone, regard his helliſh fall, / Whoſe fiendful fortune may exhort the wiſe, / Onely to wonder at vnlawful things, […]",
rummy,ˈɹʌmɪ,noun,rommy,We need a rummy.,Vi behøver en rommy.
insure,ɪnˈʃɔː(ɹ),verb,forsikre,I'm not insured against burglary.,
pretend,pɹəˈtɛnd,verb,foregive,You don't have to pretend that the soup tastes fine.,
satirical,səˈtɪɹɪkəl,adj,satirisk,Spitting Image was a famous satirical television program.,
cuneiform,ˈkjuː.nɪ.fɔːm,noun,kileskrift,We need a cuneiform.,Vi behøver en kileskrift.
afar,əˈfɑɹ,adv,langvejsfra,He was seen from afar.,
cologne,kəˈləʊn,noun,kølnervand;eau de Cologne,You stink of too much cologne.,
brim,bɹɪm,verb,bramme med,Arrange the board and brim the glass.,
sb,,pron,ngn,,
abridged,əˈbɹɪd͡ʒd,adj,forkortet,The novel was abridged by the author to make the audio recording a more manageable length.,
courageous,kəˈɹeɪd͡ʒəs,adj,modig,the most courageous person I have ever met,
master race,,noun,herrefolk,"When the Führer says we is the master race
We ""Heil!"" (Bronx cheer), ""Heil!"" (Bronx cheer) right in the Führer's face.",
backfire,bækˈfaɪə(ɹ),verb,give bagslag,His attempt to make money by importing luxury cars backfired horribly when fuel prices tripled.,
incomprehensible,ˌɪnkɑmpɹəˈhɛnsɪbəl,adj,uforståelig;ubegribelig,"In the empty immensity of earth, sky, and water, there she was, incomprehensible, firing into a continent.",
malnourished,,adj,fejlernæret;underernæret,A malnourished car.,En fejlernæret bil.
meaningless,ˈmiːnɪŋləs,adj,betydningsløs,"The word ""gugugu"" is meaningless in English.",
respectable,[ɹɪˈspɛk.tə.bl̩],adj,respektabel,"His accomplishments, morals, loyalty, and stature make him a respectable person.",
explanatory,ɪkˈsplæn.ə.t(ə)ɹi,adj,forklarende;oplysende,Below the diagram is an explanatory text.,
daydream,ˈdeɪdɹiːm,noun,dagdrøm,She has a daydream.,Hun har en dagdrøm.
daydream,ˈdeɪdɹiːm,verb,dagdrømme,Stop daydreaming and get back to work!,
popsicle,ˈpɒp.sɪ.kəl,noun,sodavandsis;ispind,Turn up the thermostat! We're all turning into popsicles in here!,
cabin,ˈkæbɪn,noun,hytte;kahyt;kabine;kammer;kontor,Abraham Lincoln was born in a log cabin.,
